,ward,precinct,tot_votes,eman_votes,garcia_votes,eman_pct,garcia_pct
941,23,29,267,149,118,0.5580524344569289,0.4419475655430712
942,23,30,332,99,233,0.29819277108433734,0.7018072289156626
943,23,31,240,50,190,0.20833333333333334,0.7916666666666666
944,23,32,302,93,209,0.3079470198675497,0.6920529801324503
945,23,33,292,60,232,0.2054794520547945,0.7945205479452054
946,23,34,257,68,189,0.26459143968871596,0.7354085603112841
947,23,35,255,130,125,0.5098039215686274,0.49019607843137253
948,23,36,353,226,127,0.6402266288951841,0.3597733711048159
949,23,37,313,201,112,0.6421725239616614,0.35782747603833864
950,23,38,276,155,121,0.5615942028985508,0.4384057971014493
951,23,39,283,71,212,0.2508833922261484,0.7491166077738516
952,24,1,216,113,103,0.5231481481481481,0.47685185185185186
953,24,2,196,101,95,0.5153061224489796,0.4846938775510204
954,24,3,223,125,98,0.5605381165919282,0.43946188340807174
955,24,4,187,114,73,0.6096256684491979,0.39037433155080214
956,24,5,136,66,70,0.4852941176470588,0.5147058823529411
957,24,6,232,120,112,0.5172413793103449,0.4827586206896552
958,24,7,149,41,108,0.2751677852348993,0.7248322147651006
959,24,8,150,79,71,0.5266666666666666,0.47333333333333333
960,24,9,220,124,96,0.5636363636363636,0.43636363636363634
961,24,10,132,58,74,0.4393939393939394,0.5606060606060606
962,24,11,227,121,106,0.5330396475770925,0.4669603524229075
963,24,12,125,73,52,0.584,0.416
964,24,13,116,72,44,0.6206896551724138,0.3793103448275862
965,24,14,193,105,88,0.5440414507772021,0.45595854922279794
966,24,15,139,76,63,0.5467625899280576,0.45323741007194246
967,24,16,263,60,203,0.22813688212927757,0.7718631178707225
968,24,17,158,86,72,0.5443037974683544,0.45569620253164556
969,24,18,252,133,119,0.5277777777777778,0.4722222222222222
970,24,19,247,140,107,0.5668016194331984,0.4331983805668016
971,24,20,172,93,79,0.5406976744186046,0.45930232558139533
972,24,21,113,61,52,0.5398230088495575,0.46017699115044247
973,24,22,279,159,120,0.5698924731182796,0.43010752688172044
974,24,23,201,100,101,0.4975124378109453,0.5024875621890548
975,24,24,274,133,141,0.4854014598540146,0.5145985401459854
976,24,25,188,110,78,0.5851063829787234,0.4148936170212766
977,24,26,320,194,126,0.60625,0.39375
978,24,27,231,126,105,0.5454545454545454,0.45454545454545453
979,24,28,184,91,93,0.4945652173913043,0.5054347826086957
980,24,29,168,99,69,0.5892857142857143,0.4107142857142857
981,24,30,123,65,58,0.5284552845528455,0.4715447154471545
982,24,31,249,127,122,0.5100401606425703,0.4899598393574297
983,24,32,134,81,53,0.6044776119402985,0.39552238805970147
984,24,33,125,72,53,0.576,0.424
985,24,34,200,110,90,0.55,0.45
986,24,35,309,162,147,0.5242718446601942,0.47572815533980584
987,24,36,287,154,133,0.5365853658536586,0.4634146341463415
988,24,37,136,73,63,0.5367647058823529,0.4632352941176471
989,24,38,214,80,134,0.37383177570093457,0.6261682242990654
990,24,39,296,147,149,0.4966216216216216,0.5033783783783784
991,24,40,207,110,97,0.5314009661835749,0.46859903381642515
992,24,41,155,99,56,0.6387096774193548,0.36129032258064514
993,25,1,312,84,228,0.2692307692307692,0.7307692307692307
994,25,2,319,66,253,0.20689655172413793,0.7931034482758621
995,25,3,250,172,78,0.688,0.312
996,25,4,230,142,88,0.6173913043478261,0.3826086956521739
997,25,5,353,101,252,0.28611898016997167,0.7138810198300283
998,25,6,143,103,40,0.7202797202797203,0.27972027972027974
999,25,7,344,52,292,0.1511627906976744,0.8488372093023255
1000,25,8,351,55,296,0.15669515669515668,0.8433048433048433
1001,25,9,343,51,292,0.14868804664723032,0.8513119533527697
1002,25,10,318,276,42,0.8679245283018868,0.1320754716981132
1003,25,11,352,67,285,0.1903409090909091,0.8096590909090909
1004,25,12,326,70,256,0.2147239263803681,0.7852760736196319
1005,25,13,379,55,324,0.14511873350923482,0.8548812664907651
1006,25,14,249,181,68,0.7269076305220884,0.27309236947791166
1007,25,15,323,88,235,0.2724458204334365,0.7275541795665634
1008,25,16,301,256,45,0.8504983388704319,0.14950166112956811
1009,25,17,378,95,283,0.25132275132275134,0.7486772486772487
1010,25,18,333,266,67,0.7987987987987988,0.2012012012012012
1011,25,19,389,65,324,0.16709511568123395,0.8329048843187661
1012,25,20,213,138,75,0.647887323943662,0.352112676056338
1013,25,21,316,233,83,0.7373417721518988,0.2626582278481013
1014,25,22,326,59,267,0.18098159509202455,0.8190184049079755
1015,25,23,360,74,286,0.20555555555555555,0.7944444444444444
1016,25,24,359,55,304,0.1532033426183844,0.8467966573816156
1017,25,25,309,209,100,0.6763754045307443,0.32362459546925565
1018,25,26,318,59,259,0.18553459119496854,0.8144654088050315
1019,25,27,220,150,70,0.6818181818181818,0.3181818181818182
1020,25,28,368,62,306,0.16847826086956522,0.8315217391304348
1021,25,29,272,163,109,0.5992647058823529,0.4007352941176471
1022,25,30,309,51,258,0.1650485436893204,0.8349514563106796
1023,25,31,312,258,54,0.8269230769230769,0.17307692307692307
1024,25,32,299,83,216,0.27759197324414714,0.7224080267558528
1025,26,1,197,82,115,0.41624365482233505,0.583756345177665
1026,26,2,211,55,156,0.26066350710900477,0.7393364928909952
1027,26,3,212,95,117,0.4481132075471698,0.5518867924528302
1028,26,4,168,60,108,0.35714285714285715,0.6428571428571429
1029,26,5,193,58,135,0.3005181347150259,0.6994818652849741
1030,26,6,230,72,158,0.3130434782608696,0.6869565217391305
1031,26,7,161,49,112,0.30434782608695654,0.6956521739130435
1032,26,8,115,26,89,0.22608695652173913,0.7739130434782608
1033,26,9,197,60,137,0.30456852791878175,0.6954314720812182
1034,26,10,196,59,137,0.3010204081632653,0.6989795918367347
1035,26,11,205,59,146,0.28780487804878047,0.7121951219512195
1036,26,12,190,74,116,0.3894736842105263,0.6105263157894737
1037,26,13,140,52,88,0.37142857142857144,0.6285714285714286
1038,26,14,154,34,120,0.22077922077922077,0.7792207792207793
1039,26,15,125,43,82,0.344,0.656
1040,26,16,125,39,86,0.312,0.688
1041,26,17,205,116,89,0.5658536585365853,0.43414634146341463
1042,26,18,201,80,121,0.39800995024875624,0.6019900497512438
1043,26,19,131,43,88,0.3282442748091603,0.6717557251908397
1044,26,20,191,84,107,0.4397905759162304,0.5602094240837696
1045,26,21,220,73,147,0.33181818181818185,0.6681818181818182
1046,26,22,146,41,105,0.2808219178082192,0.7191780821917808
1047,26,23,142,44,98,0.30985915492957744,0.6901408450704225
1048,26,24,199,67,132,0.33668341708542715,0.6633165829145728
1049,26,25,191,55,136,0.2879581151832461,0.7120418848167539
1050,26,26,131,43,88,0.3282442748091603,0.6717557251908397
1051,26,27,240,89,151,0.37083333333333335,0.6291666666666667
1052,26,28,235,127,108,0.5404255319148936,0.4595744680851064
1053,26,29,146,53,93,0.363013698630137,0.636986301369863
1054,26,30,158,48,110,0.3037974683544304,0.6962025316455697
1055,26,31,118,34,84,0.288135593220339,0.711864406779661
1056,26,32,217,115,102,0.5299539170506913,0.4700460829493088
1057,26,33,201,72,129,0.3582089552238806,0.6417910447761194
1058,26,34,228,81,147,0.35526315789473684,0.6447368421052632
1059,26,35,220,84,136,0.38181818181818183,0.6181818181818182
1060,26,36,164,57,107,0.3475609756097561,0.6524390243902439
1061,26,37,207,54,153,0.2608695652173913,0.7391304347826086
1062,26,38,126,39,87,0.30952380952380953,0.6904761904761905
1063,26,39,213,79,134,0.37089201877934275,0.6291079812206573
1064,26,40,98,32,66,0.32653061224489793,0.673469387755102
1065,26,41,218,81,137,0.37155963302752293,0.6284403669724771
1066,26,42,170,48,122,0.2823529411764706,0.7176470588235294
1067,26,43,145,38,107,0.2620689655172414,0.7379310344827587
1068,26,44,127,41,86,0.3228346456692913,0.6771653543307087
1069,26,45,99,30,69,0.30303030303030304,0.696969696969697
1070,26,46,135,66,69,0.4888888888888889,0.5111111111111111
1071,26,47,173,41,132,0.23699421965317918,0.7630057803468208
1072,26,48,172,59,113,0.3430232558139535,0.6569767441860465
1073,26,49,124,31,93,0.25,0.75
1074,27,1,249,203,46,0.8152610441767069,0.18473895582329317
1075,27,2,295,207,88,0.7016949152542373,0.2983050847457627
1076,27,3,146,75,71,0.5136986301369864,0.4863013698630137
1077,27,4,145,75,70,0.5172413793103449,0.4827586206896552
1078,27,5,178,102,76,0.5730337078651685,0.42696629213483145
1079,27,6,195,132,63,0.676923076923077,0.3230769230769231
1080,27,7,296,149,147,0.5033783783783784,0.4966216216216216
1081,27,8,185,110,75,0.5945945945945946,0.40540540540540543
1082,27,9,108,87,21,0.8055555555555556,0.19444444444444445
1083,27,10,266,176,90,0.6616541353383458,0.3383458646616541
1084,27,11,230,173,57,0.7521739130434782,0.24782608695652175
1085,27,12,177,144,33,0.8135593220338984,0.1864406779661017
1086,27,13,371,221,150,0.5956873315363881,0.40431266846361186
1087,27,14,119,73,46,0.6134453781512605,0.3865546218487395
1088,27,15,169,117,52,0.6923076923076923,0.3076923076923077
1089,27,16,181,137,44,0.7569060773480663,0.2430939226519337
1090,27,17,226,135,91,0.5973451327433629,0.4026548672566372
1091,27,18,193,126,67,0.6528497409326425,0.3471502590673575
1092,27,19,160,89,71,0.55625,0.44375
1093,27,20,175,108,67,0.6171428571428571,0.38285714285714284
1094,27,21,245,205,40,0.8367346938775511,0.16326530612244897
1095,27,22,152,74,78,0.4868421052631579,0.5131578947368421
1096,27,23,210,126,84,0.6,0.4
1097,27,24,199,79,120,0.3969849246231156,0.6030150753768844
1098,27,25,194,117,77,0.6030927835051546,0.39690721649484534
1099,27,26,215,111,104,0.5162790697674419,0.48372093023255813
1100,27,27,230,150,80,0.6521739130434783,0.34782608695652173
1101,27,28,125,72,53,0.576,0.424
1102,27,29,180,74,106,0.4111111111111111,0.5888888888888889
1103,27,30,125,71,54,0.568,0.432
1104,27,31,186,106,80,0.5698924731182796,0.43010752688172044
1105,27,32,192,102,90,0.53125,0.46875
1106,27,33,233,162,71,0.6952789699570815,0.30472103004291845
1107,27,34,233,162,71,0.6952789699570815,0.30472103004291845
1108,27,35,239,172,67,0.7196652719665272,0.2803347280334728
1109,27,36,177,98,79,0.5536723163841808,0.4463276836158192
1110,27,37,295,216,79,0.7322033898305085,0.2677966101694915
1111,27,38,417,310,107,0.7434052757793765,0.2565947242206235
1112,27,39,199,115,84,0.5778894472361809,0.4221105527638191
1113,27,40,297,178,119,0.5993265993265994,0.4006734006734007
1114,27,41,251,171,80,0.6812749003984063,0.3187250996015936
1115,27,42,177,121,56,0.6836158192090396,0.3163841807909605
1116,27,43,177,93,84,0.5254237288135594,0.4745762711864407
1117,27,44,186,104,82,0.5591397849462365,0.44086021505376344
1118,27,45,264,182,82,0.6893939393939394,0.3106060606060606
1119,27,46,187,168,19,0.8983957219251337,0.10160427807486631
1120,27,47,217,139,78,0.6405529953917051,0.35944700460829493
1121,27,48,272,175,97,0.6433823529411765,0.35661764705882354
1122,27,49,149,85,64,0.5704697986577181,0.42953020134228187
1123,27,50,206,128,78,0.6213592233009708,0.3786407766990291
1124,28,1,180,99,81,0.55,0.45
1125,28,2,179,94,85,0.5251396648044693,0.4748603351955307
1126,28,3,151,72,79,0.4768211920529801,0.5231788079470199
1127,28,4,183,114,69,0.6229508196721312,0.3770491803278688
1128,28,5,167,101,66,0.6047904191616766,0.39520958083832336
1129,28,6,153,102,51,0.6666666666666666,0.3333333333333333
1130,28,7,220,122,98,0.5545454545454546,0.44545454545454544
1131,28,8,131,94,37,0.7175572519083969,0.2824427480916031
1132,28,9,199,126,73,0.6331658291457286,0.36683417085427134
1133,28,10,235,150,85,0.6382978723404256,0.3617021276595745
1134,28,11,361,157,204,0.43490304709141275,0.5650969529085873
1135,28,12,222,143,79,0.6441441441441441,0.35585585585585583
1136,28,13,199,109,90,0.5477386934673367,0.45226130653266333
1137,28,14,218,141,77,0.6467889908256881,0.3532110091743119
1138,28,15,81,58,23,0.7160493827160493,0.2839506172839506
1139,28,16,140,87,53,0.6214285714285714,0.37857142857142856
1140,28,17,171,108,63,0.631578947368421,0.3684210526315789
1141,28,18,182,117,65,0.6428571428571429,0.35714285714285715
1142,28,19,212,82,130,0.3867924528301887,0.6132075471698113
1143,28,20,223,108,115,0.484304932735426,0.515695067264574
1144,28,21,185,116,69,0.6270270270270271,0.372972972972973
1145,28,22,180,85,95,0.4722222222222222,0.5277777777777778
1146,28,23,245,141,104,0.5755102040816327,0.42448979591836733
1147,28,24,192,110,82,0.5729166666666666,0.4270833333333333
1148,28,25,273,134,139,0.4908424908424908,0.5091575091575091
1149,28,26,222,135,87,0.6081081081081081,0.3918918918918919
1150,28,27,243,151,92,0.6213991769547325,0.3786008230452675
1151,28,28,268,177,91,0.6604477611940298,0.33955223880597013
1152,28,29,93,55,38,0.5913978494623656,0.40860215053763443
1153,28,30,47,27,20,0.574468085106383,0.425531914893617
1154,28,31,318,208,110,0.6540880503144654,0.34591194968553457
1155,28,32,195,117,78,0.6,0.4
1156,28,33,243,146,97,0.6008230452674898,0.3991769547325103
1157,28,34,286,157,129,0.548951048951049,0.45104895104895104
1158,28,35,233,117,116,0.5021459227467812,0.4978540772532189
1159,28,36,142,81,61,0.5704225352112676,0.4295774647887324
1160,28,37,293,186,107,0.6348122866894198,0.3651877133105802
1161,28,38,115,64,51,0.5565217391304348,0.4434782608695652
1162,28,39,167,102,65,0.6107784431137725,0.38922155688622756
1163,28,40,262,164,98,0.6259541984732825,0.37404580152671757
1164,28,41,165,85,80,0.5151515151515151,0.48484848484848486
1165,28,42,242,131,111,0.5413223140495868,0.45867768595041325
1166,28,43,255,170,85,0.6666666666666666,0.3333333333333333
1167,28,44,159,84,75,0.5283018867924528,0.4716981132075472
1168,28,45,177,118,59,0.6666666666666666,0.3333333333333333
1169,28,46,404,171,233,0.42326732673267325,0.5767326732673267
1170,29,1,397,217,180,0.5465994962216625,0.4534005037783375
1171,29,2,406,257,149,0.6330049261083743,0.3669950738916256
1172,29,3,301,200,101,0.6644518272425249,0.33554817275747506
1173,29,4,320,195,125,0.609375,0.390625
1174,29,5,253,143,110,0.5652173913043478,0.43478260869565216
1175,29,6,234,138,96,0.5897435897435898,0.41025641025641024
1176,29,7,300,189,111,0.63,0.37
1177,29,8,171,98,73,0.5730994152046783,0.4269005847953216
1178,29,9,375,191,184,0.5093333333333333,0.49066666666666664
1179,29,10,448,263,185,0.5870535714285714,0.41294642857142855
1180,29,11,175,89,86,0.5085714285714286,0.49142857142857144
1181,29,12,359,216,143,0.6016713091922006,0.3983286908077994
1182,29,13,298,169,129,0.5671140939597316,0.43288590604026844
1183,29,14,303,155,148,0.5115511551155115,0.4884488448844885
1184,29,15,361,217,144,0.6011080332409973,0.3988919667590028
1185,29,16,299,177,122,0.5919732441471572,0.4080267558528428
1186,29,17,272,176,96,0.6470588235294118,0.35294117647058826
1187,29,18,263,162,101,0.6159695817490495,0.3840304182509506
1188,29,19,314,165,149,0.5254777070063694,0.4745222929936306
1189,29,20,385,216,169,0.561038961038961,0.43896103896103894
1190,29,21,288,181,107,0.6284722222222222,0.3715277777777778
1191,29,22,218,99,119,0.4541284403669725,0.5458715596330275
1192,29,23,331,161,170,0.486404833836858,0.513595166163142
1193,29,24,259,165,94,0.637065637065637,0.36293436293436293
1194,29,25,342,228,114,0.6666666666666666,0.3333333333333333
1195,29,26,302,172,130,0.5695364238410596,0.4304635761589404
1196,29,27,255,146,109,0.5725490196078431,0.42745098039215684
1197,29,28,356,194,162,0.5449438202247191,0.4550561797752809
1198,29,29,297,165,132,0.5555555555555556,0.4444444444444444
1199,29,30,393,227,166,0.5776081424936387,0.4223918575063613
1200,29,31,286,164,122,0.5734265734265734,0.42657342657342656
1201,29,32,267,131,136,0.49063670411985016,0.5093632958801498
1202,29,33,250,141,109,0.564,0.436
1203,29,34,200,112,88,0.56,0.44
1204,29,35,183,101,82,0.5519125683060109,0.44808743169398907
1205,29,36,274,186,88,0.6788321167883211,0.32116788321167883
1206,29,37,281,156,125,0.5551601423487544,0.44483985765124556
1207,29,38,258,123,135,0.47674418604651164,0.5232558139534884
1208,29,39,282,142,140,0.5035460992907801,0.49645390070921985
1209,29,40,331,201,130,0.6072507552870091,0.39274924471299094
1210,29,41,249,153,96,0.6144578313253012,0.3855421686746988
1211,29,42,283,171,112,0.6042402826855123,0.3957597173144876
1212,29,43,390,195,195,0.5,0.5
1213,29,44,367,199,168,0.5422343324250681,0.45776566757493187
1214,30,1,283,119,164,0.4204946996466431,0.5795053003533569
1215,30,2,276,127,149,0.4601449275362319,0.5398550724637681
1216,30,3,211,93,118,0.44075829383886256,0.5592417061611374
1217,30,4,282,134,148,0.475177304964539,0.524822695035461
1218,30,5,200,71,129,0.355,0.645
1219,30,6,228,99,129,0.4342105263157895,0.5657894736842105
1220,30,7,297,101,196,0.3400673400673401,0.6599326599326599
1221,30,8,312,147,165,0.47115384615384615,0.5288461538461539
1222,30,9,224,113,111,0.5044642857142857,0.4955357142857143
1223,30,10,279,112,167,0.4014336917562724,0.5985663082437276
1224,30,11,219,66,153,0.3013698630136986,0.6986301369863014
1225,30,12,234,95,139,0.405982905982906,0.594017094017094
1226,30,13,252,112,140,0.4444444444444444,0.5555555555555556
1227,30,14,172,63,109,0.36627906976744184,0.6337209302325582
1228,30,15,289,178,111,0.615916955017301,0.38408304498269896
1229,30,16,140,56,84,0.4,0.6
1230,30,17,271,141,130,0.5202952029520295,0.4797047970479705
1231,30,18,254,73,181,0.2874015748031496,0.7125984251968503
1232,30,19,251,60,191,0.23904382470119523,0.7609561752988048
1233,30,20,285,105,180,0.3684210526315789,0.631578947368421
1234,30,21,240,106,134,0.44166666666666665,0.5583333333333333
1235,30,22,287,88,199,0.30662020905923343,0.6933797909407665
1236,30,23,238,82,156,0.3445378151260504,0.6554621848739496
1237,30,24,240,81,159,0.3375,0.6625
1238,30,25,271,106,165,0.39114391143911437,0.6088560885608856
1239,30,26,175,77,98,0.44,0.56
1240,30,27,157,74,83,0.4713375796178344,0.5286624203821656
1241,30,28,280,132,148,0.4714285714285714,0.5285714285714286
1242,30,29,148,53,95,0.3581081081081081,0.6418918918918919
1243,30,30,114,37,77,0.32456140350877194,0.6754385964912281
1244,30,31,191,86,105,0.450261780104712,0.5497382198952879
1245,30,32,190,80,110,0.42105263157894735,0.5789473684210527
1246,31,1,208,57,151,0.27403846153846156,0.7259615384615384
1247,31,2,175,59,116,0.33714285714285713,0.6628571428571428
1248,31,3,237,99,138,0.4177215189873418,0.5822784810126582
1249,31,4,236,78,158,0.3305084745762712,0.6694915254237288
1250,31,5,224,82,142,0.36607142857142855,0.6339285714285714
1251,31,6,214,87,127,0.40654205607476634,0.5934579439252337
1252,31,7,223,78,145,0.34977578475336324,0.6502242152466368
1253,31,8,151,60,91,0.3973509933774834,0.6026490066225165
1254,31,9,248,95,153,0.38306451612903225,0.6169354838709677
1255,31,10,181,77,104,0.425414364640884,0.574585635359116
1256,31,11,186,86,100,0.46236559139784944,0.5376344086021505
1257,31,12,183,80,103,0.4371584699453552,0.5628415300546448
1258,31,13,231,59,172,0.2554112554112554,0.7445887445887446
1259,31,14,203,90,113,0.4433497536945813,0.5566502463054187
1260,31,15,178,68,110,0.38202247191011235,0.6179775280898876
1261,31,16,246,60,186,0.24390243902439024,0.7560975609756098
1262,31,17,221,102,119,0.46153846153846156,0.5384615384615384
1263,31,18,203,84,119,0.41379310344827586,0.5862068965517241
1264,31,19,188,85,103,0.4521276595744681,0.5478723404255319
1265,31,20,203,73,130,0.35960591133004927,0.6403940886699507
1266,31,21,187,77,110,0.4117647058823529,0.5882352941176471
1267,31,22,176,43,133,0.24431818181818182,0.7556818181818182
1268,31,23,194,80,114,0.41237113402061853,0.5876288659793815
1269,31,24,228,93,135,0.40789473684210525,0.5921052631578947
1270,31,25,187,64,123,0.3422459893048128,0.6577540106951871
1271,31,26,230,97,133,0.4217391304347826,0.5782608695652174
1272,31,27,250,104,146,0.416,0.584
1273,31,28,178,62,116,0.34831460674157305,0.651685393258427
1274,31,29,248,122,126,0.49193548387096775,0.5080645161290323
1275,31,30,168,64,104,0.38095238095238093,0.6190476190476191
1276,31,31,209,78,131,0.37320574162679426,0.6267942583732058
1277,31,32,174,55,119,0.3160919540229885,0.6839080459770115
1278,31,33,200,95,105,0.475,0.525
1279,31,34,204,91,113,0.44607843137254904,0.553921568627451
1280,31,35,245,84,161,0.34285714285714286,0.6571428571428571
1281,31,36,245,101,144,0.4122448979591837,0.5877551020408164
1282,31,37,188,76,112,0.40425531914893614,0.5957446808510638
1283,31,38,210,79,131,0.3761904761904762,0.6238095238095238
1284,31,39,193,48,145,0.24870466321243523,0.7512953367875648
1285,31,40,209,71,138,0.3397129186602871,0.6602870813397129
1286,31,41,195,49,146,0.2512820512820513,0.7487179487179487
1287,32,1,282,172,110,0.6099290780141844,0.3900709219858156
1288,32,2,249,188,61,0.7550200803212851,0.24497991967871485
1289,32,3,358,139,219,0.388268156424581,0.611731843575419
1290,32,4,299,208,91,0.6956521739130435,0.30434782608695654
1291,32,5,287,172,115,0.5993031358885017,0.40069686411149824
1292,32,6,258,203,55,0.7868217054263565,0.2131782945736434
1293,32,7,315,234,81,0.7428571428571429,0.2571428571428571
1294,32,8,322,270,52,0.8385093167701864,0.16149068322981366
1295,32,9,301,188,113,0.6245847176079734,0.3754152823920266
1296,32,10,287,206,81,0.7177700348432056,0.28222996515679444
1297,32,11,301,117,184,0.38870431893687707,0.6112956810631229
1298,32,12,267,81,186,0.30337078651685395,0.6966292134831461
1299,32,13,282,223,59,0.7907801418439716,0.20921985815602837
1300,32,14,274,107,167,0.3905109489051095,0.6094890510948905
1301,32,15,264,164,100,0.6212121212121212,0.3787878787878788
1302,32,16,289,156,133,0.5397923875432526,0.4602076124567474
1303,32,17,316,131,185,0.41455696202531644,0.5854430379746836
1304,32,18,300,250,50,0.8333333333333334,0.16666666666666666
1305,32,19,253,138,115,0.5454545454545454,0.45454545454545453
1306,32,20,324,78,246,0.24074074074074073,0.7592592592592593
1307,32,21,331,216,115,0.6525679758308157,0.3474320241691843
1308,32,22,360,146,214,0.40555555555555556,0.5944444444444444
1309,32,23,256,201,55,0.78515625,0.21484375
1310,32,24,196,167,29,0.8520408163265306,0.14795918367346939
1311,32,25,261,162,99,0.6206896551724138,0.3793103448275862
1312,32,26,340,158,182,0.4647058823529412,0.5352941176470588
1313,32,27,321,253,68,0.7881619937694704,0.2118380062305296
1314,32,28,301,123,178,0.40863787375415284,0.5913621262458472
1315,32,29,316,170,146,0.5379746835443038,0.4620253164556962
1316,32,30,290,248,42,0.8551724137931035,0.14482758620689656
1317,32,31,295,213,82,0.7220338983050848,0.27796610169491526
1318,32,32,299,211,88,0.705685618729097,0.29431438127090304
1319,32,33,319,216,103,0.677115987460815,0.322884012539185
1320,32,34,262,154,108,0.5877862595419847,0.4122137404580153
1321,32,35,258,183,75,0.7093023255813954,0.29069767441860467
1322,32,36,287,209,78,0.7282229965156795,0.27177700348432055
1323,32,37,222,122,100,0.5495495495495496,0.45045045045045046
1324,32,38,254,165,89,0.6496062992125984,0.35039370078740156
1325,32,39,348,295,53,0.8477011494252874,0.15229885057471265
1326,32,40,338,263,75,0.7781065088757396,0.22189349112426035
1327,32,41,297,222,75,0.7474747474747475,0.25252525252525254
1328,32,42,264,169,95,0.6401515151515151,0.35984848484848486
1329,32,43,286,117,169,0.4090909090909091,0.5909090909090909
1330,33,1,325,122,203,0.37538461538461537,0.6246153846153846
1331,33,2,416,172,244,0.41346153846153844,0.5865384615384616
1332,33,3,374,142,232,0.37967914438502676,0.6203208556149733
1333,33,4,370,149,221,0.4027027027027027,0.5972972972972973
1334,33,5,285,139,146,0.48771929824561405,0.512280701754386
1335,33,6,300,130,170,0.43333333333333335,0.5666666666666667
1336,33,7,349,173,176,0.49570200573065903,0.504297994269341
1337,33,8,478,256,222,0.5355648535564853,0.46443514644351463
1338,33,9,351,185,166,0.5270655270655271,0.47293447293447294
1339,33,10,365,218,147,0.5972602739726027,0.40273972602739727
1340,33,11,348,145,203,0.4166666666666667,0.5833333333333334
1341,33,12,344,159,185,0.4622093023255814,0.5377906976744186
1342,33,13,310,98,212,0.3161290322580645,0.6838709677419355
1343,33,14,159,45,114,0.2830188679245283,0.7169811320754716
1344,33,15,407,149,258,0.36609336609336607,0.6339066339066339
1345,33,16,487,233,254,0.4784394250513347,0.5215605749486653
1346,33,17,395,161,234,0.40759493670886077,0.5924050632911393
1347,33,18,396,151,245,0.3813131313131313,0.6186868686868687
1348,33,19,301,130,171,0.4318936877076412,0.5681063122923588
1349,33,20,377,153,224,0.40583554376657827,0.5941644562334217
1350,33,21,351,151,200,0.4301994301994302,0.5698005698005698
1351,33,22,387,211,176,0.5452196382428941,0.45478036175710596
1352,33,23,355,175,180,0.49295774647887325,0.5070422535211268
1353,33,24,545,326,219,0.5981651376146789,0.4018348623853211
1354,33,25,407,158,249,0.3882063882063882,0.6117936117936118
1355,33,26,230,78,152,0.3391304347826087,0.6608695652173913
1356,33,27,264,115,149,0.4356060606060606,0.5643939393939394
1357,33,28,261,88,173,0.3371647509578544,0.6628352490421456
1358,34,1,318,189,129,0.5943396226415094,0.4056603773584906
1359,34,2,270,175,95,0.6481481481481481,0.35185185185185186
1360,34,3,297,182,115,0.6127946127946128,0.3872053872053872
1361,34,4,222,132,90,0.5945945945945946,0.40540540540540543
1362,34,5,253,162,91,0.6403162055335968,0.35968379446640314
1363,34,6,350,227,123,0.6485714285714286,0.3514285714285714
1364,34,7,322,206,116,0.639751552795031,0.36024844720496896
1365,34,8,219,122,97,0.5570776255707762,0.4429223744292237
1366,34,9,226,126,100,0.5575221238938053,0.4424778761061947
1367,34,10,301,171,130,0.5681063122923588,0.4318936877076412
1368,34,11,223,138,85,0.6188340807174888,0.3811659192825112
1369,34,12,312,194,118,0.6217948717948718,0.3782051282051282
1370,34,13,298,172,126,0.5771812080536913,0.4228187919463087
1371,34,14,220,125,95,0.5681818181818182,0.4318181818181818
1372,34,15,202,124,78,0.6138613861386139,0.38613861386138615
1373,34,16,228,140,88,0.6140350877192983,0.38596491228070173
1374,34,17,350,221,129,0.6314285714285715,0.36857142857142855
1375,34,18,204,121,83,0.5931372549019608,0.4068627450980392
1376,34,19,274,169,105,0.6167883211678832,0.38321167883211676
1377,34,20,360,251,109,0.6972222222222222,0.30277777777777776
1378,34,21,375,251,124,0.6693333333333333,0.33066666666666666
1379,34,22,290,194,96,0.6689655172413793,0.3310344827586207
1380,34,23,236,146,90,0.6186440677966102,0.3813559322033898
1381,34,24,235,145,90,0.6170212765957447,0.3829787234042553
1382,34,25,339,232,107,0.6843657817109144,0.31563421828908556
1383,34,26,290,169,121,0.5827586206896552,0.41724137931034483
1384,34,27,231,136,95,0.5887445887445888,0.41125541125541126
1385,34,28,187,119,68,0.6363636363636364,0.36363636363636365
1386,34,29,220,121,99,0.55,0.45
1387,34,30,304,176,128,0.5789473684210527,0.42105263157894735
1388,34,31,219,149,70,0.680365296803653,0.319634703196347
1389,34,32,264,177,87,0.6704545454545454,0.32954545454545453
1390,34,33,223,127,96,0.5695067264573991,0.4304932735426009
1391,34,34,301,173,128,0.574750830564784,0.42524916943521596
1392,34,35,292,169,123,0.5787671232876712,0.4212328767123288
1393,34,36,275,153,122,0.5563636363636364,0.44363636363636366
1394,34,37,165,99,66,0.6,0.4
1395,34,38,167,111,56,0.6646706586826348,0.33532934131736525
1396,34,39,221,122,99,0.5520361990950227,0.4479638009049774
1397,34,40,305,183,122,0.6,0.4
1398,34,41,200,118,82,0.59,0.41
1399,34,42,315,191,124,0.6063492063492063,0.39365079365079364
1400,34,43,286,170,116,0.5944055944055944,0.40559440559440557
1401,34,44,280,177,103,0.6321428571428571,0.3678571428571429
1402,34,45,311,200,111,0.6430868167202572,0.35691318327974275
1403,34,46,190,116,74,0.6105263157894737,0.3894736842105263
