,GEO_ID,tot_vap,white_alone_vap,any_part_black_vap,any_part_aian_vap,any_part_asian_vap,any_part_nhpi_vap,hispanic_latino_vap,not_hispanic_latino_vap,white_latino_vap,poc_latino_vap,any_part_poc_vap,multiracial_vap,total_housing_units,total_occupied_housing,total_vacant_housing,tot_pop,poc_aian_vap,any_part_black_latino_vap
8075,1000000US170311408001000,189,60,5,4,9,0,111,78,0,111,129,4,99,90,9,250,4,0
8076,1000000US170311408001001,99,25,6,0,5,0,64,35,0,64,74,6,44,40,4,125,0,1
8077,1000000US170311408001002,100,23,11,0,3,0,63,37,0,63,77,5,54,47,7,147,0,0
8078,1000000US170311408001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8079,1000000US170311408001004,91,31,8,1,3,0,50,41,0,50,60,9,49,46,3,117,1,2
8080,1000000US170311408001005,113,35,9,7,2,4,66,47,0,66,78,6,61,58,3,163,7,3
8081,1000000US170311408001006,83,26,0,0,5,0,52,31,0,52,57,3,32,31,1,102,0,0
8082,1000000US170311408001007,111,76,4,4,9,0,19,92,0,19,35,4,70,64,6,135,4,0
8083,1000000US170311408001008,83,52,3,0,4,0,24,59,0,24,31,2,49,43,6,112,0,0
8084,1000000US170311408001009,41,17,1,0,4,0,19,22,0,19,24,0,19,17,2,49,0,0
8085,1000000US170311408001010,61,25,1,4,7,1,28,33,0,28,36,1,40,40,0,71,4,0
8086,1000000US170311408002000,69,57,2,0,1,0,11,58,0,11,12,0,41,39,2,84,0,2
8087,1000000US170311408002001,24,24,0,0,0,0,0,24,0,0,0,0,15,14,1,30,0,0
8088,1000000US170311408002002,24,23,0,0,0,0,1,23,0,1,1,0,15,14,1,29,0,0
8089,1000000US170311408002003,29,24,0,0,1,0,4,25,0,4,5,0,21,19,2,37,0,0
8090,1000000US170311408002004,14,14,0,0,0,0,0,14,0,0,0,0,9,8,1,17,0,0
8091,1000000US170311408002005,28,19,2,0,2,0,5,23,0,5,9,0,13,13,0,46,0,0
8092,1000000US170311408002006,33,25,1,0,1,0,6,27,0,6,8,0,16,15,1,45,0,0
8093,1000000US170311408002007,15,14,0,0,0,0,1,14,0,1,1,0,8,8,0,23,0,0
8094,1000000US170311408002008,43,40,0,0,1,0,2,41,0,2,3,0,28,25,3,53,0,0
8095,1000000US170311408002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096,1000000US170311408002010,48,45,0,0,1,0,2,46,0,2,3,0,29,23,6,51,0,0
8097,1000000US170311408002011,59,24,1,0,19,0,14,45,0,14,35,0,33,31,2,71,0,0
8098,1000000US170311408002012,16,16,0,0,0,0,0,16,0,0,0,0,12,9,3,25,0,0
8099,1000000US170311408002013,108,60,10,2,10,1,30,78,0,30,48,4,96,89,7,118,1,2
8100,1000000US170311408002014,8,8,0,0,0,0,0,8,0,0,0,0,6,6,0,8,0,0
8101,1000000US170311408002015,21,15,1,0,2,0,3,18,0,3,6,0,15,14,1,25,0,0
8102,1000000US170311408002016,43,30,6,0,4,0,3,40,0,3,13,2,23,22,1,53,0,0
8103,1000000US170311408003000,14,10,1,0,0,0,3,11,0,3,4,0,6,6,0,17,0,0
8104,1000000US170311408003001,13,12,0,0,0,0,1,12,0,1,1,0,7,7,0,22,0,0
8105,1000000US170311408003002,12,10,0,0,2,0,0,12,0,0,2,0,8,7,1,14,0,0
8106,1000000US170311408003003,41,24,0,0,5,0,13,28,0,13,17,2,31,27,4,47,0,0
8107,1000000US170311408003004,25,25,0,0,0,0,0,25,0,0,0,0,12,12,0,32,0,0
8108,1000000US170311408003005,18,16,0,0,2,0,0,18,0,0,2,0,10,10,0,22,0,0
8109,1000000US170311408003006,14,14,0,0,0,0,0,14,0,0,0,0,10,8,2,20,0,0
8110,1000000US170311408003007,18,15,1,0,2,0,0,18,0,0,3,0,10,10,0,26,0,0
8111,1000000US170311408003008,24,24,0,0,0,0,0,24,0,0,0,0,11,11,0,34,0,0
8112,1000000US170311408003009,22,17,0,0,3,0,2,20,0,2,5,0,11,11,0,30,0,0
8113,1000000US170311408003010,57,45,4,0,7,0,1,56,0,1,12,2,35,35,0,67,0,0
8114,1000000US170311408003011,66,47,1,1,0,0,18,48,0,18,19,2,47,36,11,79,1,1
8115,1000000US170311408003012,110,81,1,0,0,0,28,82,0,28,29,0,59,57,2,135,0,0
8116,1000000US170311408003013,72,40,0,0,16,0,16,56,0,16,32,3,40,35,5,89,0,0
8117,1000000US170311408003014,26,22,0,0,4,0,0,26,0,0,4,0,15,15,0,34,0,0
8118,1000000US170311408003015,28,25,3,0,0,0,3,25,0,3,3,0,14,14,0,39,0,3
8119,1000000US170311408003016,31,26,2,0,3,0,0,31,0,0,5,0,15,15,0,37,0,0
8120,1000000US170311408003017,21,19,0,0,0,0,2,19,0,2,2,0,12,12,0,31,0,0
8121,1000000US170311408003018,29,26,1,0,1,0,1,28,0,1,3,2,15,14,1,43,0,0
8122,1000000US170311408003019,24,24,0,0,0,0,0,24,0,0,0,0,14,13,1,33,0,0
8123,1000000US170311408003020,144,8,11,5,9,0,112,32,0,112,136,15,72,70,2,217,3,0
8124,1000000US170311408003021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125,1000000US170311408003022,79,49,4,1,8,0,19,60,0,19,30,1,52,50,2,91,0,1
8126,1000000US170311408003023,31,17,2,0,7,0,7,24,0,7,14,0,16,14,2,41,0,2
8127,1000000US170311408004000,118,35,5,0,36,0,41,77,0,41,83,8,43,41,2,162,0,0
8128,1000000US170311408004001,68,33,1,1,2,0,31,37,0,31,35,1,37,36,1,80,1,0
8129,1000000US170311408004002,41,22,0,0,2,0,17,24,0,17,19,0,24,24,0,53,0,0
8130,1000000US170311408004003,50,11,5,3,7,0,32,18,0,32,39,10,26,22,4,73,3,5
8131,1000000US170311408004004,83,33,0,0,21,0,29,54,0,29,50,2,40,37,3,98,0,0
8132,1000000US170311408004005,95,48,1,0,16,0,30,65,0,30,47,3,43,41,2,119,0,0
8133,1000000US170311408004006,86,31,4,0,7,0,44,42,0,44,55,5,51,46,5,110,0,0
8134,1000000US170311408004007,84,26,2,0,7,0,49,35,0,49,58,4,42,38,4,112,0,0
8135,1000000US170311408004008,55,31,4,0,5,0,15,40,0,15,24,0,29,26,3,73,0,0
8136,1000000US170311408004009,89,50,5,2,0,0,34,55,0,34,39,2,49,49,0,106,1,0
8137,1000000US170311408004010,61,33,0,0,11,0,20,41,0,20,28,3,36,32,4,80,0,0
8138,1000000US170311408004011,79,32,5,0,19,0,23,56,0,23,47,3,36,36,0,97,0,0
8139,1000000US170311408004012,82,27,1,3,19,0,33,49,0,33,55,2,50,40,10,104,2,0
8140,1000000US170311408004013,54,13,1,0,4,0,36,18,0,36,41,1,28,24,4,79,0,0
8141,1000000US170311408004014,37,14,3,0,6,0,14,23,0,14,23,0,30,26,4,40,0,0
8142,1000000US170311408004015,10,7,1,0,0,0,2,8,0,2,3,1,5,5,0,14,0,0
8143,1000000US170311408005000,56,49,0,1,6,0,0,56,0,0,7,2,36,34,2,66,0,0
8144,1000000US170311408005001,9,9,0,0,0,0,0,9,0,0,0,0,4,4,0,11,0,0
8145,1000000US170311408005002,6,5,0,0,0,0,1,5,0,1,1,0,6,6,0,6,0,0
8146,1000000US170311408005003,26,21,0,0,2,0,3,23,0,3,5,0,17,16,1,32,0,0
8147,1000000US170311408005004,60,2,16,0,0,0,46,14,0,46,58,4,30,26,4,86,0,4
8148,1000000US170311408005005,45,9,0,1,28,1,6,39,0,6,36,4,25,22,3,55,1,0
8149,1000000US170311408005006,250,59,16,4,57,0,120,130,0,120,191,6,111,105,6,310,4,3
8150,1000000US170311408005007,184,29,10,1,36,1,112,72,0,112,155,9,69,62,7,258,0,2
8151,1000000US170311408005008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8152,1000000US170311408005009,192,18,7,1,17,0,151,41,0,151,174,2,81,77,4,286,1,1
8153,1000000US170311408005010,74,18,1,2,9,0,46,28,0,46,56,1,34,29,5,93,2,1
8154,1000000US170311408005011,79,47,2,2,14,0,16,63,0,16,32,4,46,45,1,90,2,0
8155,1000000US170311408005012,25,24,0,0,0,0,1,24,0,1,1,0,15,15,0,32,0,0
8156,1000000US170311408005013,17,17,0,0,0,0,0,17,0,0,0,0,8,8,0,22,0,0
8157,1000000US170311408005014,14,12,0,1,0,0,2,12,0,2,2,0,6,6,0,21,1,0
8158,1000000US170311408005015,18,16,0,1,0,0,1,17,0,1,2,1,10,10,0,22,0,0
8159,1000000US170311408005016,20,19,0,0,1,0,0,20,0,0,1,0,10,10,0,28,0,0
8160,1000000US170311408005017,11,10,0,0,1,0,0,11,0,0,1,0,7,7,0,17,0,0
8161,1000000US170311408005018,14,1,0,0,0,0,13,1,0,13,13,0,6,6,0,14,0,0
8162,1000000US170311408005019,174,57,0,0,31,0,86,88,0,86,117,5,80,76,4,235,0,0
8163,1000000US170311408005020,128,27,9,1,24,1,70,58,0,70,101,14,51,48,3,163,1,2
8164,1000000US170311408005021,20,20,0,0,0,0,0,20,0,0,0,0,10,10,0,26,0,0
8165,1000000US170311408005022,60,54,1,0,2,0,3,57,0,3,6,1,41,41,0,66,0,0
8166,1000000US170311408005023,74,59,3,1,1,0,10,64,0,10,15,1,48,47,1,75,1,0
8167,1000000US170311408005024,16,15,0,0,1,0,0,16,0,0,1,0,8,8,0,23,0,0
8168,1000000US170311408005025,17,17,0,0,0,0,0,17,0,0,0,0,9,9,0,21,0,0
8169,1000000US170311408005026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8170,1000000US170311408005027,15,14,1,0,0,0,0,15,0,0,1,0,8,8,0,22,0,0
8171,1000000US170311408005028,12,8,0,0,4,0,0,12,0,0,4,0,6,6,0,19,0,0
8172,1000000US170311408005029,31,29,0,0,1,0,1,30,0,1,2,0,16,16,0,41,0,0
8173,1000000US170311408005030,37,35,0,1,0,0,2,35,0,2,2,1,18,17,1,52,0,0
8174,1000000US170311408005031,33,25,0,0,2,0,6,27,0,6,8,0,15,15,0,47,0,0
8175,1000000US170311502001000,5,2,0,0,0,0,3,2,0,3,3,0,2,2,0,7,0,0
8176,1000000US170311502001001,79,49,4,0,7,0,19,60,0,19,30,4,53,47,6,92,0,0
8177,1000000US170311502001002,47,24,3,0,6,0,17,30,0,17,23,2,22,22,0,61,0,2
8178,1000000US170311502001003,13,7,4,0,0,0,2,11,0,2,6,0,10,10,0,13,0,0
8179,1000000US170311502001004,50,19,0,0,5,1,26,24,0,26,31,1,21,21,0,59,0,0
8180,1000000US170311502001005,36,25,2,0,0,0,9,27,0,9,11,1,17,17,0,46,0,0
8181,1000000US170311502001006,27,24,0,0,0,0,3,24,0,3,3,0,17,16,1,35,0,0
8182,1000000US170311502001007,50,41,1,0,4,0,4,46,0,4,9,0,24,23,1,71,0,0
8183,1000000US170311502001008,37,34,0,0,1,0,2,35,0,2,3,0,20,18,2,46,0,0
8184,1000000US170311502001009,36,28,0,0,7,0,1,35,0,1,8,0,17,17,0,49,0,0
8185,1000000US170311502001010,17,10,1,0,0,0,6,11,0,6,7,0,9,9,0,26,0,0
8186,1000000US170311502001011,28,26,0,0,0,0,2,26,0,2,2,2,14,14,0,37,0,0
8187,1000000US170311502001012,41,35,0,0,0,0,6,35,0,6,6,0,18,18,0,46,0,0
8188,1000000US170311502001013,32,23,3,1,0,0,7,25,0,7,9,1,16,15,1,40,1,1
8189,1000000US170311502001014,28,22,0,0,3,0,3,25,0,3,6,1,15,13,2,35,0,0
8190,1000000US170311502001015,26,17,1,0,5,0,3,23,0,3,9,2,17,17,0,32,0,0
8191,1000000US170311502001016,37,33,0,0,2,0,2,35,0,2,4,0,22,20,2,52,0,0
8192,1000000US170311502001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8193,1000000US170311502001018,73,40,2,3,5,0,26,47,0,26,33,5,43,40,3,96,0,0
8194,1000000US170311502001019,17,10,0,0,0,0,7,10,0,7,7,1,9,9,0,24,0,0
8195,1000000US170311502001020,31,17,5,4,0,0,9,22,0,9,14,4,13,13,0,43,0,2
8196,1000000US170311502001021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8197,1000000US170311502001022,38,4,2,0,8,3,26,12,0,26,34,6,17,17,0,59,0,2
8198,1000000US170311502001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,1000000US170311502001024,29,19,0,0,0,0,10,19,0,10,10,0,12,12,0,37,0,0
8200,1000000US170311502001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8201,1000000US170311502001026,29,7,0,3,0,0,22,7,0,22,22,0,8,8,0,43,3,0
8202,1000000US170311502001027,55,42,2,0,1,0,10,45,0,10,13,0,43,37,6,62,0,0
8203,1000000US170311502001028,27,20,0,0,0,0,7,20,0,7,7,0,13,13,0,38,0,0
8204,1000000US170311502001029,18,14,0,0,0,0,4,14,0,4,4,0,10,10,0,26,0,0
8205,1000000US170311502001030,23,18,0,0,0,0,5,18,0,5,5,0,11,11,0,30,0,0
8206,1000000US170311502001031,41,26,1,1,0,0,13,28,0,13,15,0,26,21,5,50,1,0
8207,1000000US170311502002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,1000000US170311502002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8209,1000000US170311502002002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8210,1000000US170311502002003,118,36,4,0,72,0,6,112,0,6,82,4,59,55,4,168,0,0
8211,1000000US170311502002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,1000000US170311502002005,16,11,0,0,5,0,0,16,0,0,5,0,9,6,3,18,0,0
8213,1000000US170311502002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,1000000US170311502002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,1000000US170311502002008,73,27,1,0,28,0,17,56,0,17,46,1,32,31,1,92,0,0
8216,1000000US170311502002009,33,12,0,0,15,0,7,26,0,7,21,0,15,14,1,44,0,0
8217,1000000US170311502002010,33,16,0,0,10,0,7,26,0,7,17,3,16,16,0,38,0,0
8218,1000000US170311502002011,47,23,0,3,7,0,15,32,0,15,24,2,28,19,9,56,1,0
8219,1000000US170311502002012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8220,1000000US170311502002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8221,1000000US170311502002014,5,0,0,0,5,0,0,5,0,0,5,0,1,1,0,5,0,0
8222,1000000US170311502002015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,1000000US170311502002016,46,24,5,0,4,0,16,30,0,16,22,5,23,22,1,58,0,2
8224,1000000US170311502002017,44,20,0,0,1,0,16,28,0,16,24,2,18,15,3,63,0,0
8225,1000000US170311502002018,42,11,0,0,10,0,21,21,0,21,31,0,16,14,2,58,0,0
8226,1000000US170311502002019,34,31,0,0,0,0,3,31,0,3,3,0,16,16,0,43,0,0
8227,1000000US170311502002020,25,18,0,0,5,0,2,23,0,2,7,0,13,13,0,37,0,0
8228,1000000US170311502002021,22,19,0,0,1,0,2,20,0,2,3,0,14,13,1,25,0,0
8229,1000000US170311502002022,22,17,0,0,1,0,4,18,0,4,5,1,13,13,0,24,0,0
8230,1000000US170311502002023,32,25,0,0,0,0,7,25,0,7,7,0,15,15,0,40,0,0
8231,1000000US170311502002024,34,22,0,1,0,0,11,23,0,11,12,0,19,19,0,42,1,0
8232,1000000US170311502002025,26,18,0,1,0,0,7,19,0,7,8,1,21,21,0,28,0,0
8233,1000000US170311502002026,56,38,2,0,11,0,6,50,0,6,18,0,27,26,1,65,0,1
8234,1000000US170311502002027,34,20,3,0,6,0,5,29,0,5,14,1,23,17,6,48,0,0
8235,1000000US170311502002028,71,34,7,5,11,0,15,56,0,15,37,0,44,39,5,85,5,0
8236,1000000US170311502002029,43,24,0,1,0,0,18,25,0,18,19,1,24,23,1,57,0,0
8237,1000000US170311502002030,78,62,0,0,4,0,11,67,0,11,16,1,58,45,13,101,0,0
8238,1000000US170311502002031,59,43,0,2,1,0,13,46,0,13,16,1,28,28,0,85,1,0
8239,1000000US170311502002032,53,21,1,1,0,0,31,22,0,31,32,3,23,23,0,63,0,1
8240,1000000US170311502002033,66,22,6,1,7,0,30,36,0,30,44,2,33,30,3,89,0,0
8241,1000000US170311502002034,24,16,0,0,0,0,8,16,0,8,8,0,14,11,3,41,0,0
8242,1000000US170311502002035,53,34,0,0,0,0,19,34,0,19,19,0,27,25,2,80,0,0
8243,1000000US170311502003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8244,1000000US170311502003001,145,111,2,3,2,0,28,117,0,28,34,2,123,109,14,149,2,1
8245,1000000US170311502003002,108,68,9,1,5,0,28,80,0,28,40,4,91,77,14,117,1,2
8246,1000000US170311502003003,100,67,2,1,19,1,13,87,0,13,33,4,74,69,5,105,1,0
8247,1000000US170311502003004,99,65,14,2,7,0,14,85,0,14,34,5,77,60,17,127,1,2
8248,1000000US170311502003005,67,38,5,0,3,0,23,44,0,23,29,4,50,37,13,103,0,2
8249,1000000US170311502003006,74,35,4,2,5,0,31,43,0,31,39,4,38,35,3,104,2,1
8250,1000000US170311502003007,21,20,0,0,0,0,1,20,0,1,1,0,10,10,0,26,0,0
8251,1000000US170311502003008,23,21,0,0,0,0,2,21,0,2,2,0,12,11,1,32,0,0
8252,1000000US170311502003009,38,24,1,0,0,0,13,25,0,13,14,1,18,17,1,51,0,0
8253,1000000US170311502003010,37,30,1,0,0,0,6,31,0,6,7,0,17,16,1,45,0,0
8254,1000000US170311502003011,42,30,0,3,0,0,9,33,0,9,12,3,24,24,0,54,0,0
8255,1000000US170311502003012,51,27,0,0,4,0,20,31,0,20,24,0,24,23,1,68,0,0
8256,1000000US170311502003013,33,17,0,2,4,0,10,23,0,10,16,2,13,12,1,38,0,0
8257,1000000US170311502003014,16,15,0,0,1,0,0,16,0,0,1,1,6,4,2,16,0,0
8258,1000000US170311502003015,28,18,3,0,0,0,7,21,0,7,10,0,17,17,0,36,0,0
8259,1000000US170311502003016,7,5,0,0,0,0,2,5,0,2,2,0,1,1,0,10,0,0
8260,1000000US170311502003017,22,10,1,0,0,0,11,11,0,11,12,0,10,9,1,36,0,0
8261,1000000US170311502003018,7,5,0,0,0,0,2,5,0,2,2,0,6,3,3,9,0,0
8262,1000000US170311502003019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8263,1000000US170311502003020,69,23,1,0,14,2,33,36,0,33,46,4,27,26,1,100,0,1
8264,1000000US170311502003021,60,31,10,0,2,0,18,42,0,18,29,0,46,43,3,72,0,1
8265,1000000US170311502003022,55,38,0,0,0,0,17,38,0,17,17,0,30,29,1,64,0,0
8266,1000000US170311502003023,1,0,0,0,0,0,1,0,0,1,1,0,3,1,2,1,0,0
8267,1000000US170311502004000,48,26,0,2,6,0,16,32,0,16,22,0,18,18,0,69,2,0
8268,1000000US170311502004001,30,21,1,0,4,0,4,26,0,4,9,4,14,13,1,47,0,0
8269,1000000US170311502004002,55,39,2,2,4,0,12,43,0,12,16,7,27,27,0,78,2,0
8270,1000000US170311502004003,54,33,0,1,3,0,18,36,0,18,21,0,22,22,0,71,1,0
8271,1000000US170311502004004,42,28,0,0,4,0,10,32,0,10,14,2,19,19,0,54,0,0
8272,1000000US170311502004005,31,23,0,0,4,0,4,27,0,4,8,0,14,14,0,41,0,0
8273,1000000US170311502004006,28,12,0,0,1,0,15,13,0,15,16,0,13,13,0,36,0,0
8274,1000000US170311502004007,14,8,0,0,0,0,5,9,0,5,6,0,6,5,1,22,0,0
8275,1000000US170311502004008,11,9,0,0,0,0,2,9,0,2,2,0,5,5,0,16,0,0
8276,1000000US170311502004009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8277,1000000US170311502004010,60,29,0,0,1,0,30,30,0,30,31,5,37,29,8,71,0,0
8278,1000000US170311502004011,29,21,0,0,2,0,6,23,0,6,8,0,18,16,2,29,0,0
8279,1000000US170311502004012,34,29,2,0,2,0,2,32,0,2,5,1,17,16,1,39,0,1
8280,1000000US170311502004013,15,14,0,0,0,0,0,15,0,0,1,1,10,10,0,15,0,0
8281,1000000US170311502004014,27,26,0,0,0,0,1,26,0,1,1,0,16,16,0,32,0,0
8282,1000000US170311502004015,7,7,0,0,0,0,0,7,0,0,0,0,4,4,0,9,0,0
8283,1000000US170311502004016,31,25,0,2,0,2,2,29,0,2,6,3,17,16,1,38,0,0
8284,1000000US170311502004017,21,14,0,0,0,0,7,14,0,7,7,0,11,10,1,31,0,0
8285,1000000US170311502004018,41,31,0,2,2,1,6,35,0,6,10,3,18,18,0,57,0,0
8286,1000000US170311502004019,17,16,0,1,0,0,0,17,0,0,1,0,9,9,0,26,1,0
8287,1000000US170311502004020,48,39,0,0,1,0,8,40,0,8,9,0,25,24,1,55,0,0
8288,1000000US170311502004021,28,27,0,0,0,0,1,27,0,1,1,0,13,12,1,38,0,0
8289,1000000US170311502004022,15,12,0,0,0,0,3,12,0,3,3,0,7,7,0,19,0,0
8290,1000000US170311502004023,24,18,0,0,0,0,6,18,0,6,6,0,11,9,2,39,0,0
8291,1000000US170311502004024,51,32,0,0,6,0,13,38,0,13,19,4,25,25,0,56,0,0
8292,1000000US170311502004025,31,22,4,0,0,0,5,26,0,5,9,2,20,16,4,36,0,0
8293,1000000US170311502004026,64,42,1,0,0,0,21,43,0,21,22,1,39,38,1,87,0,0
8294,1000000US170311502004027,21,9,5,0,1,0,6,15,0,6,12,0,10,10,0,25,0,0
8295,1000000US170311502004028,95,66,1,0,3,0,24,71,0,24,29,1,50,46,4,105,0,0
8296,1000000US170311502004029,62,52,0,0,2,0,8,54,0,8,10,2,27,27,0,74,0,0
8297,1000000US170311502004030,21,16,0,0,0,0,5,16,0,5,5,0,34,17,17,23,0,0
8298,1000000US170311502004031,76,65,0,2,4,0,5,71,0,5,11,2,40,39,1,86,2,0
8299,1000000US170311502004032,53,43,1,0,2,0,7,46,0,7,10,0,31,28,3,58,0,0
8300,1000000US170311502004033,6,0,0,0,2,0,4,2,0,4,6,0,6,2,4,6,0,0
8301,1000000US170311502004034,8,8,0,0,0,0,0,8,0,0,0,0,4,4,0,8,0,0
8302,1000000US170311502004035,72,52,0,1,0,0,19,53,0,19,20,1,45,40,5,100,1,0
8303,1000000US170311502004036,89,51,0,0,16,0,25,64,0,25,38,6,50,42,8,119,0,0
8304,1000000US170311502004037,18,16,2,0,0,0,0,18,0,0,2,0,14,7,7,19,0,0
8305,1000000US170311502004038,24,17,2,0,0,0,7,17,0,7,7,0,16,16,0,26,0,2
8306,1000000US170311502004039,72,40,3,1,3,0,24,48,0,24,32,2,40,40,0,94,0,1
8307,1000000US170311502004040,36,20,0,4,6,0,10,26,0,10,16,6,14,13,1,38,0,0
8308,1000000US170311502004041,14,7,2,0,2,0,3,11,0,3,7,3,8,7,1,17,0,0
8309,1000000US170311502004042,14,13,0,0,0,0,1,13,0,1,1,0,8,8,0,23,0,0
8310,1000000US170311502005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8311,1000000US170311502005001,21,13,0,2,1,0,5,16,0,5,8,0,12,12,0,27,2,0
8312,1000000US170311502005002,36,36,0,0,0,0,0,36,0,0,0,0,19,17,2,50,0,0
8313,1000000US170311502005003,6,0,0,0,0,0,6,0,0,6,6,0,2,1,1,6,0,0
8314,1000000US170311502005004,65,27,1,0,0,0,37,28,0,37,38,0,26,26,0,81,0,0
8315,1000000US170311502005005,135,80,9,0,9,0,39,96,0,39,55,2,61,60,1,173,0,2
8316,1000000US170311502005006,80,25,2,2,3,0,51,29,0,51,55,7,45,39,6,119,2,0
8317,1000000US170311502005007,101,59,8,1,2,1,33,68,0,33,42,6,62,52,10,154,0,2
8318,1000000US170311502005008,53,32,1,4,0,2,14,39,0,14,21,4,28,27,1,71,2,0
8319,1000000US170311502005009,29,22,1,0,3,2,2,27,0,2,7,3,18,17,1,31,0,0
8320,1000000US170311502005010,8,6,0,0,0,0,2,6,0,2,2,0,5,5,0,9,0,0
8321,1000000US170311502005011,37,18,0,3,6,0,12,25,0,12,19,3,20,20,0,52,1,0
8322,1000000US170311502005012,23,20,1,0,0,0,2,21,0,2,3,0,12,11,1,28,0,0
8323,1000000US170311502005013,24,22,0,0,0,0,2,22,0,2,2,0,15,11,4,28,0,0
8324,1000000US170311502005014,102,53,6,0,3,0,44,58,0,44,49,3,60,56,4,130,0,3
8325,1000000US170311502005015,57,39,1,1,0,4,18,39,0,18,18,6,44,34,10,72,0,1
8326,1000000US170311502005016,141,89,8,2,5,0,39,102,0,39,52,2,113,104,9,157,0,2
8327,1000000US170311502005017,10,4,0,1,1,0,4,6,0,4,6,0,4,4,0,10,1,0
8328,1000000US170311502005018,106,45,1,0,1,0,58,48,0,58,61,0,50,47,3,155,0,0
8329,1000000US170311502005019,67,41,0,0,0,0,26,41,0,26,26,0,37,33,4,84,0,0
8330,1000000US170311503001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8331,1000000US170311503001001,28,22,0,1,2,0,3,25,0,3,6,0,14,14,0,35,1,0
8332,1000000US170311503001002,6,6,0,0,0,0,0,6,0,0,0,0,7,5,2,8,0,0
8333,1000000US170311503001003,33,20,2,0,3,0,8,25,0,8,13,1,21,21,0,46,0,0
8334,1000000US170311503001004,22,22,0,0,0,0,0,22,0,0,0,0,11,11,0,23,0,0
8335,1000000US170311503001005,19,8,0,0,4,0,7,12,0,7,11,0,10,10,0,22,0,0
8336,1000000US170311503001006,23,23,0,0,0,0,0,23,0,0,0,0,8,7,1,25,0,0
8337,1000000US170311503001007,18,15,0,2,2,0,1,17,0,1,3,2,14,10,4,19,2,0
8338,1000000US170311503001008,70,54,1,1,4,0,10,60,0,10,16,2,45,39,6,84,0,0
8339,1000000US170311503001009,33,18,6,0,0,0,13,20,0,13,15,7,20,20,0,39,0,4
8340,1000000US170311503001010,53,44,0,0,0,0,9,44,0,9,9,0,33,31,2,58,0,0
8341,1000000US170311503001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8342,1000000US170311503001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343,1000000US170311503001013,16,4,2,0,2,0,9,7,0,9,12,0,6,6,0,17,0,1
8344,1000000US170311503001014,19,16,0,2,1,0,0,19,0,0,3,1,15,12,3,30,1,0
8345,1000000US170311503001015,82,57,2,0,7,0,18,64,0,18,25,3,54,43,11,98,0,0
8346,1000000US170311503001016,104,79,2,1,8,0,14,90,0,14,25,1,67,59,8,117,1,0
8347,1000000US170311503001017,159,135,0,1,15,0,8,151,0,8,24,0,100,95,5,177,1,0
8348,1000000US170311503001018,166,127,0,4,9,0,27,139,0,27,39,6,107,93,14,205,2,0
8349,1000000US170311503001019,24,21,0,0,0,0,3,21,0,3,3,0,12,11,1,32,0,0
8350,1000000US170311503002000,11,10,0,0,0,0,1,10,0,1,1,0,9,7,2,11,0,0
8351,1000000US170311503002001,40,36,0,0,0,0,4,36,0,4,4,0,23,20,3,50,0,0
8352,1000000US170311503002002,143,105,1,0,10,0,29,114,0,29,38,2,71,69,2,194,0,1
8353,1000000US170311503002003,18,11,0,0,3,0,4,14,0,4,7,0,10,9,1,23,0,0
8354,1000000US170311503002004,11,2,0,0,3,0,6,5,0,6,9,0,5,5,0,13,0,0
8355,1000000US170311503002005,3,2,0,0,1,0,0,3,0,0,1,0,0,0,0,3,0,0
8356,1000000US170311503002006,11,10,0,0,1,0,0,11,0,0,1,0,9,9,0,12,0,0
